ObjectID,GlobalID,Surface temperature,Surface type,Shade,Tree density,CreationDate,x,y
103,2a723d78-9f75-49c5-ab3d-3cd8d0710774,24.7,Turf grass,Partial shade,1.5,7/27/2026 15:19,-71.11988221,42.40705838
114,e9900e1a-aa39-4766-8d83-68abd9822ea1,24.6,Impervious (light-colored),Complete shade,2,7/27/2026 15:20,-71.1199424,42.40729509
224,4cbc92ed-d98e-48ce-8f7c-720f57c4c15f,24.5,Bare earth,Partial shade,0,7/27/2026 15:27,-71.11981491,42.40696375
317,274754ae-c9c6-4425-908b-a8464a4cdaca,24.5,Impervious (dark-colored),Partial shade,1,7/27/2026 15:39,-71.11928111,42.40682798
80,c43a0de6-b857-4c37-8601-e6d106248a8d,24.4,Bare earth,Complete shade,7,7/27/2026 15:17,-71.12068379,42.40585724
119,0fb79a97-4830-40ab-825e-48ecc6e9ee61,24.4,Turf grass,Partial shade,1,7/27/2026 15:20,-71.12020525,42.40733109
163,356dd48d-c5d2-485a-a324-fbc690a980b3,24.4,Impervious (dark-colored),Complete shade,1,7/27/2026 15:24,-71.1190626,42.40711769
36,dc0fedbd-331e-4d51-b3c9-0fd5c612a1a3,24.3,Impervious (dark-colored),Complete shade,2,7/27/2026 15:13,-71.12020343,42.40599139
234,448cc5b5-52dc-432e-858a-fd5e694eda5d,24.3,Impervious (light-colored),Complete shade,3,7/27/2026 15:28,-71.12176276,42.40424855
270,b94f6484-c3ea-4278-84c2-412b6219c46c,24.3,Impervious (dark-colored),Complete shade,0,7/27/2026 15:32,-71.11946153,42.40706797
329,ae7e13a4-e21b-40f5-ab9d-0e23d6ab18b9,24.1,Impervious (light-colored),Complete shade,1,7/27/2026 15:40,-71.12099981,42.40519199
192,cb5b3689-d3d7-427f-a26c-ce1f39c8ba33,24,Turf grass,Partial shade,1,7/27/2026 15:26,-71.11948535,42.40817854
268,d7f7c5b0-8a90-47e9-8578-8ee19ef8d33f,24,Turf grass,Partial shade,2,7/27/2026 15:32,-71.11975363,42.4067168
67,79ebab0e-18d8-412c-94e3-5e6f24826111,23.9,Turf grass,Partial shade,3,7/27/2026 15:15,-71.12037054,42.40656192
53,b19f8031-438a-4dd5-ae0b-54ba4100b36b,23.8,Impervious (dark-colored),Complete shade,1,7/27/2026 15:14,-71.12045769,42.40575896
46,86fdf08c-28c6-44d0-bd64-7a7d8ff84f06,23.6,Impervious (light-colored),Partial shade,2,7/27/2026 15:14,-71.120373,42.406024
126,1532c9db-27a3-407f-91f6-a83609676083,23.6,Turf grass,Partial shade,0,7/27/2026 15:21,-71.11996847,42.40718523
255,5e54a67f-b1c6-43b0-a412-9ec627c47089,23.5,Impervious (dark-colored),Partial shade,1,7/27/2026 15:30,-71.11926733,42.40686339
252,73e5a14f-0795-4407-8dae-0a2cd58de50f,23.2,Impervious (light-colored),Partial shade,3,7/27/2026 15:30,-71.11960799,42.40637587
112,e1fa873a-b940-4f49-bc80-8ada33a8c822,23,Turf grass,Complete shade,3,7/27/2026 15:20,-71.12103952,42.40540658
167,c8f4871e-50a1-4e60-a7c4-d49c75a4505a,23,Turf grass,Partial shade,1,7/27/2026 15:24,-71.1190494,42.40723592
218,b030f997-5773-4d90-95ce-774854cc2d31,23,Impervious (light-colored),Complete shade,1,7/27/2026 15:27,-71.12164344,42.40436469
64,a6674dc7-81b8-46b8-87a2-734d32551111,22.9,Impervious (light-colored),Complete shade,0,7/27/2026 15:15,-71.12038784,42.4057981
269,42e86e1b-2d8c-4ef3-9c6d-e71cb9013ae7,22.9,Turf grass,Partial shade,2,7/27/2026 15:32,-71.11963227,42.40690977
101,f4077916-63af-4ab8-a8a7-c8e8761252e1,22.8,Impervious (light-colored),Partial shade,3,7/27/2026 15:19,-71.11933259,42.4069136
316,14d3b223-91fb-4587-a1b7-89c5cdd07282,22.7,Impervious (light-colored),Complete shade,1,7/27/2026 15:39,-71.1195174,42.4065826
196,a9b9a7e5-5643-4c77-a25c-f15936939000,22.6,Impervious (light-colored),Partial shade,2,7/27/2026 15:26,-71.12146,42.404623
314,b0618755-f4f5-489e-a388-b12bed3b1477,22.6,Bare earth,Partial shade,1,7/27/2026 15:39,-71.11962022,42.40627028
92,7130d069-dd89-4c20-ba6d-619d95d9f0e3,22.4,Impervious (light-colored),Partial shade,2,7/27/2026 15:18,-71.11934454,42.40663871
54,2dd37979-e3c2-4b54-9919-3b9b3d7b799a,22.3,Turf grass,Partial shade,1,7/27/2026 15:14,-71.12047964,42.40644248
95,761aa58b-4690-4425-9af3-788fe0c305bb,22.2,Turf grass,Complete shade,1,7/27/2026 15:18,-71.11937456,42.40683539
212,f88b95ea-6e03-420a-b778-fdaf459490a9,22,Turf grass,Partial shade,2,7/27/2026 15:27,-71.12169307,42.40432219
281,e7f9e871-531e-46f0-90a8-a6ebfb4c1e3e,21.8,Turf grass,Complete shade,3,7/27/2026 15:32,-71.11999177,42.40690383
283,7cfc904c-ee3a-49a5-ad73-332bdcc68765,21.7,Turf grass,Partial shade,2,7/27/2026 15:32,-71.11966695,42.40725801
107,6aadee78-d602-48be-a99b-4b66d6e53eaf,21.3,Turf grass,Complete shade,3,7/27/2026 15:19,-71.12078545,42.40528946
87,489b4b27-8a01-48c3-9073-3c6023422f29,21,Turf grass,Complete shade,1,7/27/2026 15:17,-71.12012757,42.40690343
179,e8ed2141-0ad0-453f-9806-0b8ea62732f4,21,Turf grass,Partial shade,1,7/27/2026 15:25,-71.11976042,42.4073447
295,e34865b3-f596-4dcd-8fad-c30e81548d55,21,Turf grass,Complete shade,0,7/27/2026 15:33,-71.11942771,42.40686389
51,0bc91534-bb6d-4d76-80bd-93cc37d427c8,20.9,Turf grass,Complete shade,1,7/27/2026 15:14,-71.11979578,42.40622101
69,7841314d-d4fd-439a-9fe4-7452bb23cb6a,20.9,Turf grass,Complete shade,2,7/27/2026 15:15,-71.11961251,42.40632487
70,ad7cef30-a6a5-4a7b-b5ce-7194eb79520f,20.9,Turf grass,Partial shade,3,7/27/2026 15:16,-71.12049915,42.40669719
201,54ca7e74-88d3-4299-9a14-bfe8fe2fc472,20.9,Turf grass,Complete shade,3,7/27/2026 15:26,-71.12167296,42.40431264
68,3816adf2-67e2-4eb0-85e8-c74032013748,20.8,Turf grass,Complete shade,5,7/27/2026 15:15,-71.1203705,42.40667364
132,17184770-9761-4154-8086-dea64cfe4d91,20.8,Turf grass,Partial shade,1,7/27/2026 15:22,-71.11995401,42.40718468
90,16a50239-0ac1-4dcf-845b-e5bf5b3dc4ae,20.7,Turf grass,Complete shade,2,7/27/2026 15:18,-71.12011888,42.40702209
155,8f8d362a-f5ea-44f8-8fc6-5e7dbb89b902,20.7,Turf grass,Partial shade,5,7/27/2026 15:24,-71.12141305,42.40474977
177,1d0acec3-2e72-425c-b475-c62ee36e3400,20.7,Turf grass,Complete shade,2,7/27/2026 15:25,-71.11992447,42.40699978
203,1d3601af-0b70-4142-8bb2-040a62e6f4f2,20.7,Turf grass,Partial shade,0,7/27/2026 15:26,-71.11897582,42.40798473
188,251a2d65-ea3a-49d2-804b-5c2ec4b20e65,20.6,Turf grass,Complete shade,2,7/27/2026 15:25,-71.12164868,42.40425829
39,d3161dab-4120-4e98-b6a5-09b1046c3613,20.5,Turf grass,Complete shade,0,7/27/2026 15:13,-71.12041354,42.4063427
223,dabd315c-8dfb-4b8c-a2b8-8ef1f9e9d9c4,20.5,Bare earth,Partial shade,0,7/27/2026 15:27,-71.1199477,42.40680034
250,a837d7ff-2801-4305-a0d6-b443831af3d9,20.5,Turf grass,Complete shade,0,7/27/2026 15:30,-71.11984915,42.4060424
133,8f69a565-2591-4e39-9a4c-7078b3954fd3,20.4,Turf grass,Complete shade,1,7/27/2026 15:22,-71.11957703,42.40745342
141,41bea75e-01b0-46b5-a122-69fd51c516b5,20.4,Impervious (dark-colored),Complete shade,0,7/27/2026 15:23,-71.1189674,42.40734821
71,1ae7401a-43de-41d1-841a-4905c061b4a4,20.3,Turf grass,Complete shade,3,7/27/2026 15:16,-71.12070296,42.40653166
178,ffba7dd7-bdb0-44de-96b6-cfb04b7ca357,20.3,Impervious (dark-colored),Complete shade,2,7/27/2026 15:25,-71.11992166,42.40717512
57,210580bb-93fb-4172-8bd2-a3d095cf21d7,20.1,Turf grass,Partial shade,2,7/27/2026 15:15,-71.12063528,42.40654256
303,989727a0-f7eb-4e8a-9f54-00651daf2f8b,20.1,Turf grass,Partial shade,1,7/27/2026 15:34,-71.11965586,42.40619752
134,37b12de5-ff19-4f95-89ef-24de67441178,20,Turf grass,Partial shade,3,7/27/2026 15:22,-71.11974042,42.40753698
312,3307753f-83fd-4bd9-9d6c-008a291b0f63,19.7,Turf grass,Partial shade,1,7/27/2026 15:39,-71.11897111,42.4071323
139,a1bfee90-dba7-43ce-8b7e-92124f9f0640,19.6,Turf grass,No shade,1,7/27/2026 15:22,-71.11983612,42.40767542
225,6f847156-bb47-414f-942c-ac68db8639e7,19.6,Bare earth,Complete shade,2,7/27/2026 15:27,-71.1196919,42.40710386
117,f7a0de1d-76b3-4a16-ad86-45a09d1c5565,19.5,Turf grass,Partial shade,1,7/27/2026 15:20,-71.12017821,42.40732017
128,1da45926-f034-4b50-a994-4afdc3fd492a,19.5,Turf grass,Complete shade,2,7/27/2026 15:21,-71.11972287,42.40725661
158,dfca9c08-63cd-42be-8ed2-1ddacf32f861,19.5,Bare earth,Complete shade,0,7/27/2026 15:24,-71.11943218,42.40794896
248,68968cdc-0647-4329-b4dc-898ab156555c,19.5,Turf grass,Complete shade,2,7/27/2026 15:29,-71.12204603,42.40398476
156,b4c09501-f218-4c81-bacb-e8cf3ef92525,19.2,Turf grass,Partial shade,2,7/27/2026 15:24,-71.11975021,42.40756427
180,56e2a64b-8022-4786-a693-2d810f78f279,19.1,Impervious (dark-colored),Partial shade,2,7/27/2026 15:25,-71.11960737,42.40754347
205,6528406e-2008-4b2e-95f7-6f2f4a34da34,19.1,Turf grass,Complete shade,5,7/27/2026 15:27,-71.12131707,42.40438848
184,9655c4a7-f467-4464-911a-bd59c7dd17aa,19,Turf grass,Partial shade,1,7/27/2026 15:25,-71.11874652,42.40799089
298,9e551538-2772-40e3-9c4c-a5508109e19a,19,Turf grass,Partial shade,1,7/27/2026 15:33,-71.11913821,42.40721132
168,e78cfd83-457f-4386-953e-24d65c1dd3e5,18.9,Bare earth,Complete shade,9,7/27/2026 15:25,-71.121134,42.404941
63,e117aa47-073c-4403-901f-1b80ffb8ca39,18.6,Turf grass,Complete shade,1,7/27/2026 15:15,-71.12070218,42.40651293
247,36e63fa9-6e87-4c06-bdd9-e15ca88ef11b,18.6,Turf grass,Complete shade,3,7/27/2026 15:29,-71.12176908,42.40386715
169,9150b61d-df3e-4147-bdbf-bfefaccbeaf5,18.5,Bare earth,Complete shade,1,7/27/2026 15:25,-71.11930495,42.40782838
272,75e0ad93-1392-4fae-af25-97037344e441,18.4,Turf grass,Complete shade,1,7/27/2026 15:32,-71.11913216,42.40743466
319,1fa0db72-3c58-4ee2-9961-6d8f8064dcdf,18.4,Turf grass,Partial shade,1,7/27/2026 15:39,-71.11890445,42.40719754
238,2548c110-b5fd-4cb8-988b-a348b9f6fbc5,18,Turf grass,Complete shade,0,7/27/2026 15:28,-71.12163142,42.4040974
288,14297fe0-5ec5-41d4-931c-56551c66b299,17.9,Turf grass,Complete shade,1,7/27/2026 15:32,-71.11889724,42.40804079
308,d449b561-0aae-46ef-9ec1-4ef5159fc5b1,17.8,Turf grass,Complete shade,1,7/27/2026 15:34,-71.11883718,42.40734805
320,201fed8d-747b-489a-b7ed-f6b8e98d4cd1,17.8,Impervious (dark-colored),Partial shade,1,7/27/2026 15:39,-71.11884027,42.40739607
164,f3a21c79-0e63-43f3-8918-d122fad86ead,17.5,Turf grass,Complete shade,1,7/27/2026 15:24,-71.11897562,42.40724582
258,dccfaef1-1e61-4690-bd54-d32f2511cb5d,17.5,Turf grass,Partial shade,1,7/27/2026 15:30,-71.11889252,42.40739187
